title,content,text
Ngành Thương mại điện tử ,"Trang bị kiến thức Mạng giao tiếp dữ liệu, Phân tích và thiết kế hệ thống, Phương pháp lập trình, Thiết kế WEB, Bảo mật cơ sở dữ liệu, Marketing điện tử, Quản trị ngoại thương, Anh văn thương mại, Thương mại điện tử, Thanh toán điện tử, Hệ thống thông tin quản lý, Quản trị bán hàng, Quản trị logistics, Quản lý dự án công nghệ thông tin, mạng xã hội… các lĩnh vực liên quan đến thương mại điện tử phát triển khả năng vận dụng công nghệ thông tin để phân tích, hoạch định và triển khai các hoạt động kinh doanh
Cơ hội việc làm: Chuyên viên tại các phòng ban, công ty như: Phòng dịch vụ thanh toán tại các ngân hàng; Phòng Kinh doanh tại các Công ty thương mại điện tử, Công ty xuất nhập khẩu, Hãng hàng không; Phòng Marketing tại các Công ty có mảng bán hàng online; Công ty công nghệ, phần mềm; Công ty truyền thông, quảng cáo.","Ngành Thương mại điện tử  - Trang bị kiến thức Mạng giao tiếp dữ liệu, Phân tích và thiết kế hệ thống, Phương pháp lập trình, Thiết kế WEB, Bảo mật cơ sở dữ liệu, Marketing điện tử, Quản trị ngoại thương, Anh văn thương mại, Thương mại điện tử, Thanh toán điện tử, Hệ thống thông tin quản lý, Quản trị bán hàng, Quản trị logistics, Quản lý dự án công nghệ thông tin, mạng xã hội… các lĩnh vực liên quan đến thương mại điện tử phát triển khả năng vận dụng công nghệ thông tin để phân tích, hoạch định và triển khai các hoạt động kinh doanh
Cơ hội việc làm: Chuyên viên tại các phòng ban, công ty như: Phòng dịch vụ thanh toán tại các ngân hàng; Phòng Kinh doanh tại các Công ty thương mại điện tử, Công ty xuất nhập khẩu, Hãng hàng không; Phòng Marketing tại các Công ty có mảng bán hàng online; Công ty công nghệ, phần mềm; Công ty truyền thông, quảng cáo."
Ngành Công nghệ Thông tin (AUN-QA),"Trang bị kiến thức về Công nghệ thông tin (Công nghệ phần mềm, Mạng máy tính, Hệ thống thông tin). Cấu trúc dữ liệu và giải thuật, Phương pháp lập trình hướng đối tượng, Công nghệ Phần mềm, Mạng máy tính, Cơ sở dữ liệu, Kiểm thử phần mềm và các kiến thức chuyên sâu khác cần thiết cho người kỹ sư công nghệ thông tin.
Cơ hội việc làm: Kỹ sư thiết kế, phát triển phần mềm, lập trình thiết kế web, giải pháp mạng, hệ thống thông tin, quản trị dữ liệu, nghiên cứu và giảng dạy CNTT.","Ngành Công nghệ Thông tin (AUN-QA) - Trang bị kiến thức về Công nghệ thông tin (Công nghệ phần mềm, Mạng máy tính, Hệ thống thông tin). Cấu trúc dữ liệu và giải thuật, Phương pháp lập trình hướng đối tượng, Công nghệ Phần mềm, Mạng máy tính, Cơ sở dữ liệu, Kiểm thử phần mềm và các kiến thức chuyên sâu khác cần thiết cho người kỹ sư công nghệ thông tin.
Cơ hội việc làm: Kỹ sư thiết kế, phát triển phần mềm, lập trình thiết kế web, giải pháp mạng, hệ thống thông tin, quản trị dữ liệu, nghiên cứu và giảng dạy CNTT."
Ngành Công nghệ kỹ thuật in (AUN-QA),"Đào tạo chuyên sâu về thiết kế và xử lý dữ liệu cho in sách, báo, tạp chí, bao bì, nhãn hàng, ấn phẩm quảng cáo… Chế tạo khuôn in cho tất cả các phương pháp in khác nhau. Vận hành các thiết bị in công nghiệp. Kỹ thuật gia tăng giá trị tờ in, kỹ thuật thành phẩm cho sách báo, nhãn hàng và bao bì các loại…
Cơ hội việc làm: Kỹ sư Công nghệ in tốt nghiệp trường Đại học Sư phạm Kỹ thuật TP.HCM có thể làm việc tốt trong các công ty in bao bì, nhãn hàng trong nước và nước ngoài. Các công ty chuyên in sách, báo, tạp chí, các ấn phẩm quảng cáo. Các toà soạn báo, nhà xuất bản. Các công ty sản xuất, kinh doanh vật tư, máy móc thiết bị ngành in ấn, bao bì. Phụ trách bộ phận nhãn hàng, bao bì, quảng cáo trong các công ty, tập đoàn sản xuất hàng tiêu dùng. Các trường, trung tâm đào tạo ngành in.","Ngành Công nghệ kỹ thuật in (AUN-QA) - Đào tạo chuyên sâu về thiết kế và xử lý dữ liệu cho in sách, báo, tạp chí, bao bì, nhãn hàng, ấn phẩm quảng cáo… Chế tạo khuôn in cho tất cả các phương pháp in khác nhau. Vận hành các thiết bị in công nghiệp. Kỹ thuật gia tăng giá trị tờ in, kỹ thuật thành phẩm cho sách báo, nhãn hàng và bao bì các loại…
Cơ hội việc làm: Kỹ sư Công nghệ in tốt nghiệp trường Đại học Sư phạm Kỹ thuật TP.HCM có thể làm việc tốt trong các công ty in bao bì, nhãn hàng trong nước và nước ngoài. Các công ty chuyên in sách, báo, tạp chí, các ấn phẩm quảng cáo. Các toà soạn báo, nhà xuất bản. Các công ty sản xuất, kinh doanh vật tư, máy móc thiết bị ngành in ấn, bao bì. Phụ trách bộ phận nhãn hàng, bao bì, quảng cáo trong các công ty, tập đoàn sản xuất hàng tiêu dùng. Các trường, trung tâm đào tạo ngành in."
Ngành Công nghệ vật liệu ,"Trang bị cho sinh viên những kiến thức nền tảng về khoa học tự nhiên và kỹ thuật: Có kiến thức và khả năng vận dụng các nguyên tắc cơ bản trong khoa học tự nhiên như toán, lý và hóa học; Có kiến thức nền tảng, chuyên sâu về các loại vật liệu và công nghệ vật liệu trong các lĩnh vực như hóa lý, dược, y sinh học, điện tử viễn thông, giao thông vận tải, xây dựng, đồ điện tử gia dụng.
	Cơ hội việc làm: Kỹ sư kỹ thuật, kỹ sư công nghệ trong các nhà máy xí nghiệp về linh kiện điện tử, vật liệu polymer, gốm sứ, nghiên cứu và giảng dạy chuyên ngành công nghệ vật liệu.","Ngành Công nghệ vật liệu  - Trang bị cho sinh viên những kiến thức nền tảng về khoa học tự nhiên và kỹ thuật: Có kiến thức và khả năng vận dụng các nguyên tắc cơ bản trong khoa học tự nhiên như toán, lý và hóa học; Có kiến thức nền tảng, chuyên sâu về các loại vật liệu và công nghệ vật liệu trong các lĩnh vực như hóa lý, dược, y sinh học, điện tử viễn thông, giao thông vận tải, xây dựng, đồ điện tử gia dụng.
	Cơ hội việc làm: Kỹ sư kỹ thuật, kỹ sư công nghệ trong các nhà máy xí nghiệp về linh kiện điện tử, vật liệu polymer, gốm sứ, nghiên cứu và giảng dạy chuyên ngành công nghệ vật liệu."
Ngành Sư phạm tiếng Anh (AUN-QA),"Đào tạo chuyên sâu về giáo viên Tiếng Anh Kỹ thuật với khối kiến thức về kỹ thuật, năng lực sư phạm và các kỹ năng mềm cần thiết để dễ dàng thích nghi với mọi thay đổi trong môi trường giảng dạy tiếng Anh. Ngoài các môn đại cương và cơ sở về tiếng Anh, sinh viên còn được đào tạo một cách chuyên sâu và có hệ thống về phương pháp giảng dạy Tiếng Anh và các môn tiếng Anh chuyên ngành Công nghệ Thông tin, Thương mại, Công nghệ Môi trường, Điện-Điện tử, Cơ khí, Thiết kế Thời trang, Dinh dưỡng và Công nghệ Thực phẩm. 
Cơ hội việc làm: Giảng dạy tiếng Anh ở các cấp học giáo dục phổ thông, các trường nghề, trung học chuyên nghiệp, cao đẳng nghề, các trung tâm ngoại ngữ và các cơ sở đào tạo khác trong hệ thống giáo dục quốc dân. Ngoài ra cử nhân Sư phạm tiếng Anh còn có thể đảm nhận công việc trong các lĩnh vực khác như hướng dẫn viên du lịch, viết báo tiếng Anh.","Ngành Sư phạm tiếng Anh (AUN-QA) - Đào tạo chuyên sâu về giáo viên Tiếng Anh Kỹ thuật với khối kiến thức về kỹ thuật, năng lực sư phạm và các kỹ năng mềm cần thiết để dễ dàng thích nghi với mọi thay đổi trong môi trường giảng dạy tiếng Anh. Ngoài các môn đại cương và cơ sở về tiếng Anh, sinh viên còn được đào tạo một cách chuyên sâu và có hệ thống về phương pháp giảng dạy Tiếng Anh và các môn tiếng Anh chuyên ngành Công nghệ Thông tin, Thương mại, Công nghệ Môi trường, Điện-Điện tử, Cơ khí, Thiết kế Thời trang, Dinh dưỡng và Công nghệ Thực phẩm. 
Cơ hội việc làm: Giảng dạy tiếng Anh ở các cấp học giáo dục phổ thông, các trường nghề, trung học chuyên nghiệp, cao đẳng nghề, các trung tâm ngoại ngữ và các cơ sở đào tạo khác trong hệ thống giáo dục quốc dân. Ngoài ra cử nhân Sư phạm tiếng Anh còn có thể đảm nhận công việc trong các lĩnh vực khác như hướng dẫn viên du lịch, viết báo tiếng Anh."
Ngành Ngôn ngữ Anh,"Đào tạo trang bị cho người học những kiến thức về khoa học xã hội, khoa học tự nhiên và hệ thống kiến thức về ngành Biên - Phiên dịch tiếng Anh kỹ thuật; Tiếng Anh thương mại; trang bị các kỹ năng tiếng Anh và thuật ngữ để chuyển ngữ giữa tiếng Anh và tiếng Việt trong các lĩnh vực kỹ thuật, thương mại. 
Cơ hội việc làm: Cử nhân Anh văn đảm nhiệm những công việc liên quan đến biên phiên dịch tại các cơ quan, công ty, doanh nghiệp, báo đài và các tổ chức xã hội trong và ngoài nước có hoặc không có yếu tố kỹ thuật, các công việc liên quan khác như thư ký, trợ lý, hướng dẫn viên du lịch, tiếp viên hàng không, hoặc giảng dạy tiếng Anh.","Ngành Ngôn ngữ Anh - Đào tạo trang bị cho người học những kiến thức về khoa học xã hội, khoa học tự nhiên và hệ thống kiến thức về ngành Biên - Phiên dịch tiếng Anh kỹ thuật; Tiếng Anh thương mại; trang bị các kỹ năng tiếng Anh và thuật ngữ để chuyển ngữ giữa tiếng Anh và tiếng Việt trong các lĩnh vực kỹ thuật, thương mại. 
Cơ hội việc làm: Cử nhân Anh văn đảm nhiệm những công việc liên quan đến biên phiên dịch tại các cơ quan, công ty, doanh nghiệp, báo đài và các tổ chức xã hội trong và ngoài nước có hoặc không có yếu tố kỹ thuật, các công việc liên quan khác như thư ký, trợ lý, hướng dẫn viên du lịch, tiếp viên hàng không, hoặc giảng dạy tiếng Anh."
Ngành Thiết kế đồ họa,"Sinh viên được trang bị kiến thức, kỹ năng về nền tảng nghệ thuật và phương pháp thiết kế, các kỹ thuật ứng dụng và sử dụng công nghệ trong thiết kế đồ họa, xu hướng phát triển các ứng dụng đồ họa trên thế giới,... Sinh viên tốt nghiệp có khả năng kết hợp giữa thiết kế với truyền thông, mỹ thuật, thương mại để đáp ứng tốt những yêu cầu của nền công nghiệp sáng tạo và giải trí hiện đại, phát triển các kỹ năng chuyên môn như: kỹ năng sáng tác và thể hiện, kỹ năng nắm bắt tâm lý khách hàng, kỹ năng làm việc nhóm, kỹ năng làm việc độc lập, kỹ năng đàm phán, kỹ năng lãnh đạo,...
Cơ hội việc làm: Chuyên viên thiết kế, tư vấn thiết kế tại các công ty quảng cáo, công ty thiết kế, công ty truyền thông và tổ chức sự kiện, studio nghệ thuật, xưởng phim hoạt hình và truyện tranh, các tòa soạn, các nhà xuất bản, cơ quan truyền hình, báo chí,...
","Ngành Thiết kế đồ họa - Sinh viên được trang bị kiến thức, kỹ năng về nền tảng nghệ thuật và phương pháp thiết kế, các kỹ thuật ứng dụng và sử dụng công nghệ trong thiết kế đồ họa, xu hướng phát triển các ứng dụng đồ họa trên thế giới,... Sinh viên tốt nghiệp có khả năng kết hợp giữa thiết kế với truyền thông, mỹ thuật, thương mại để đáp ứng tốt những yêu cầu của nền công nghiệp sáng tạo và giải trí hiện đại, phát triển các kỹ năng chuyên môn như: kỹ năng sáng tác và thể hiện, kỹ năng nắm bắt tâm lý khách hàng, kỹ năng làm việc nhóm, kỹ năng làm việc độc lập, kỹ năng đàm phán, kỹ năng lãnh đạo,...
Cơ hội việc làm: Chuyên viên thiết kế, tư vấn thiết kế tại các công ty quảng cáo, công ty thiết kế, công ty truyền thông và tổ chức sự kiện, studio nghệ thuật, xưởng phim hoạt hình và truyện tranh, các tòa soạn, các nhà xuất bản, cơ quan truyền hình, báo chí,...
"
Ngành Năng lượng tái tạo,"Đào tạo trang bị cho sinh viên kiến thức cơ bản về điện và các công nghệ sử dụng năng lượng tái tạo trong việc phát điện. Cung cấp cho sinh viên nền tảng kiến thức cơ sở vững chắc về ngành năng lượng như: Kỹ thuật điện, điện tử, nhiệt động lực học, kỹ thuật nhiệt và chuyển khối.., cũng như các kiến thức kỹ thuật trong lĩnh vực sản xuất và sử dụng năng lượng, đặc biệt là sản xuất, truyền tải, phân phối và sử dụng điện năng.
Cơ hội việc làm: Sau khi tốt nghiệp sinh viên có thể làm việc tại các dự án, nhà máy, công ty về điện năng lượng mặt trời, điện gió…","Ngành Năng lượng tái tạo - Đào tạo trang bị cho sinh viên kiến thức cơ bản về điện và các công nghệ sử dụng năng lượng tái tạo trong việc phát điện. Cung cấp cho sinh viên nền tảng kiến thức cơ sở vững chắc về ngành năng lượng như: Kỹ thuật điện, điện tử, nhiệt động lực học, kỹ thuật nhiệt và chuyển khối.., cũng như các kiến thức kỹ thuật trong lĩnh vực sản xuất và sử dụng năng lượng, đặc biệt là sản xuất, truyền tải, phân phối và sử dụng điện năng.
Cơ hội việc làm: Sau khi tốt nghiệp sinh viên có thể làm việc tại các dự án, nhà máy, công ty về điện năng lượng mặt trời, điện gió…"
Ngành Quản trị nhà hàng và dịch vụ ăn uống,"Đào tạo chuyên sâu về lĩnh vực quản lý khách sạn, nhà hàng về phương diện văn hóa ẩm thực với công việc cụ thể là quản lý các khâu về ẩm thực, yến tiệc, hội nghị, sự kiện, trang bị những kiến thức, kỹ năng về kinh doanh nhà hàng và ẩm thực như: quản trị chất lượng du lịch, phân tích du lịch, phương pháp xây dựng khẩu phần, thực đơn, dinh dưỡng học,… 
Cơ hội việc làm: Chuyên viên tổ chức sự kiện ẩm thực trong các nhà hàng – khách sạn; Chuyên viên tư vấn, tổ chức và điều hành tại các cơ sở kinh doanh ăn uống; chuỗi nhà hàng, chuỗi café cao cấp; trung tâm tổ chức yến tiệc – hội nghị; quản trị nhà hàng; quản trị dịch vụ ẩm thực,...","Ngành Quản trị nhà hàng và dịch vụ ăn uống - Đào tạo chuyên sâu về lĩnh vực quản lý khách sạn, nhà hàng về phương diện văn hóa ẩm thực với công việc cụ thể là quản lý các khâu về ẩm thực, yến tiệc, hội nghị, sự kiện, trang bị những kiến thức, kỹ năng về kinh doanh nhà hàng và ẩm thực như: quản trị chất lượng du lịch, phân tích du lịch, phương pháp xây dựng khẩu phần, thực đơn, dinh dưỡng học,… 
Cơ hội việc làm: Chuyên viên tổ chức sự kiện ẩm thực trong các nhà hàng – khách sạn; Chuyên viên tư vấn, tổ chức và điều hành tại các cơ sở kinh doanh ăn uống; chuỗi nhà hàng, chuỗi café cao cấp; trung tâm tổ chức yến tiệc – hội nghị; quản trị nhà hàng; quản trị dịch vụ ẩm thực,..."
Ngành Robot và trí tuệ nhân tạo,"Trang bị các kiến thức liên ngành Cơ khí, Điện tử - viễn thông, Công nghệ thông tin và sự hỗ trợ của các ngành liên quan khác như Sinh học, Công nghệ nano, Chế tạo máy, Hóa học, nghiên cứu cấu trúc của hệ thống robot và AI, ứng dụng của robot, mô hình thực - ảo, hệ thống động lực học, hệ thống cảm biến robot, lập trình hướng đối tượng, hệ thống IoT và hệ thống thực tế ảo 3D.
Cơ hội việc làm: Kỹ sư vận hành robot, Kỹ sư AI, Kỹ sư hệ thống nhúng và IoT, Nhân viên R&D, Chuyên gia phân tích số liệu đáp ứng yêu cầu của cách mạng 4.0 hiện nay.","Ngành Robot và trí tuệ nhân tạo - Trang bị các kiến thức liên ngành Cơ khí, Điện tử - viễn thông, Công nghệ thông tin và sự hỗ trợ của các ngành liên quan khác như Sinh học, Công nghệ nano, Chế tạo máy, Hóa học, nghiên cứu cấu trúc của hệ thống robot và AI, ứng dụng của robot, mô hình thực - ảo, hệ thống động lực học, hệ thống cảm biến robot, lập trình hướng đối tượng, hệ thống IoT và hệ thống thực tế ảo 3D.
Cơ hội việc làm: Kỹ sư vận hành robot, Kỹ sư AI, Kỹ sư hệ thống nhúng và IoT, Nhân viên R&D, Chuyên gia phân tích số liệu đáp ứng yêu cầu của cách mạng 4.0 hiện nay."
Ngành Kinh doanh quốc tế ,"Đào tạo các kiến thức chuyên sâu về hoạt động giao dịch kinh doanh được thực hiện giữa các quốc gia, nhằm thoả mãn các mục tiêu kinh doanh của doanh nghiệp, cá nhân và các tổ chức kinh tế, trang bị kiến thức tổng quan về quản trị kinh doanh xuất nhập khẩu, về chiến lược, chiến thuật kinh doanh xuyên quốc gia, các kiến thức về hoạt động thương mại, giao dịch được thực hiện giữa các quốc gia, nhằm thỏa mãn mục tiêu kinh doanh của doanh nghiệp, cá nhân và các tổ chức kinh tế.
Cơ hội việc làm: Chuyên viên kinh doanh, xuất nhập khẩu của các đơn vị sản xuất kinh doanh, các công ty thương mại, công ty xuất nhập khẩu, văn phòng đại diện, đại lý vận tải tàu biển, hàng không, bảo hiểm, ngân hàng…","Ngành Kinh doanh quốc tế  - Đào tạo các kiến thức chuyên sâu về hoạt động giao dịch kinh doanh được thực hiện giữa các quốc gia, nhằm thoả mãn các mục tiêu kinh doanh của doanh nghiệp, cá nhân và các tổ chức kinh tế, trang bị kiến thức tổng quan về quản trị kinh doanh xuất nhập khẩu, về chiến lược, chiến thuật kinh doanh xuyên quốc gia, các kiến thức về hoạt động thương mại, giao dịch được thực hiện giữa các quốc gia, nhằm thỏa mãn mục tiêu kinh doanh của doanh nghiệp, cá nhân và các tổ chức kinh tế.
Cơ hội việc làm: Chuyên viên kinh doanh, xuất nhập khẩu của các đơn vị sản xuất kinh doanh, các công ty thương mại, công ty xuất nhập khẩu, văn phòng đại diện, đại lý vận tải tàu biển, hàng không, bảo hiểm, ngân hàng…"
Ngành Kỹ thuật dữ liệu,"Trang bị kiến thức về khoa học cơ bản (khoa học tự nhiên và khoa học xã hội), về cơ sở ngành Kỹ thuật dữ liệu gồm các môn trong lĩnh vực Công nghệ phần mềm, Mạng máy tính và An ninh mạng, Hệ thống thông tin, Trí tuệ nhân tạo; kiến thức chuyên ngành kỹ thuật dữ liệu như phân tích, thiết kế, triển khai hệ thống dữ liệu lớn, …
Cơ hội việc làm: Sinh viên sau khi tốt nghiệp, có thể làm việc tại các công ty phần mềm, các công ty cung cấp giải pháp CNTT, dữ liệu lớn trong nước cũng như quốc tế,… Có thể tham gia nghiên cứu và giảng dạy tại các Viện nghiên cứu, Trường Đại học, Cao đẳng, Trung cấp chuyên nghiệp, cũng như các trường phổ thông, có thể làm việc tại các công ty ngoài lĩnh vực CNTT nhưng có áp dụng, khai thác dữ liệu lớn trong hoạt động, quản lý, sản xuất, kinh doanh.","Ngành Kỹ thuật dữ liệu - Trang bị kiến thức về khoa học cơ bản (khoa học tự nhiên và khoa học xã hội), về cơ sở ngành Kỹ thuật dữ liệu gồm các môn trong lĩnh vực Công nghệ phần mềm, Mạng máy tính và An ninh mạng, Hệ thống thông tin, Trí tuệ nhân tạo; kiến thức chuyên ngành kỹ thuật dữ liệu như phân tích, thiết kế, triển khai hệ thống dữ liệu lớn, …
Cơ hội việc làm: Sinh viên sau khi tốt nghiệp, có thể làm việc tại các công ty phần mềm, các công ty cung cấp giải pháp CNTT, dữ liệu lớn trong nước cũng như quốc tế,… Có thể tham gia nghiên cứu và giảng dạy tại các Viện nghiên cứu, Trường Đại học, Cao đẳng, Trung cấp chuyên nghiệp, cũng như các trường phổ thông, có thể làm việc tại các công ty ngoài lĩnh vực CNTT nhưng có áp dụng, khai thác dữ liệu lớn trong hoạt động, quản lý, sản xuất, kinh doanh."
Ngành Hệ thống nhúng và IoT,"Trang bị cho người học kiến thức nền tảng về các công nghệ chuyên sâu của chuyên ngành hệ thống nhúng và IoT, nghiên cứu phát triển, thiết kế, chế tạo, triển khai các hệ thống thông minh như nhà thông minh, thành phố thông minh, lưới điện thông minh, giao thông thông minh, nông nghiệp thông minh, sản xuất thông minh... Có kiến thức chuyên sâu về Mạng và thiết bị IoT: mạng cảm biến không dây, cơ cấu chấp hành, khai phá và phân tích dữ liệu, lập trình nhúng, lập trình ứng dụng IoT.
Cơ hội việc làm: Kỹ sư tại các đơn vị cung cấp dịch vụ, giải pháp mạng, hạ tầng mạng cho hệ thống thông minh và IoT, nghiên cứu viên tại các cơ sở nghiên cứu phát triển nền tảng, thiết bị thông minh và IoT; kỹ sư lập dự án, thiết kế, lắp đặt, vận hành, bảo trì, giám sát, điều hành kỹ thuật, hỗ trợ khách hàng, kinh doanh các sản phẩm điện tử viễn thông và IoT; lập trình viên, đặc biệt là thiết kế và phát triển các phần mềm cho các hệ thống thông minh và IoT…","Ngành Hệ thống nhúng và IoT - Trang bị cho người học kiến thức nền tảng về các công nghệ chuyên sâu của chuyên ngành hệ thống nhúng và IoT, nghiên cứu phát triển, thiết kế, chế tạo, triển khai các hệ thống thông minh như nhà thông minh, thành phố thông minh, lưới điện thông minh, giao thông thông minh, nông nghiệp thông minh, sản xuất thông minh... Có kiến thức chuyên sâu về Mạng và thiết bị IoT: mạng cảm biến không dây, cơ cấu chấp hành, khai phá và phân tích dữ liệu, lập trình nhúng, lập trình ứng dụng IoT.
Cơ hội việc làm: Kỹ sư tại các đơn vị cung cấp dịch vụ, giải pháp mạng, hạ tầng mạng cho hệ thống thông minh và IoT, nghiên cứu viên tại các cơ sở nghiên cứu phát triển nền tảng, thiết bị thông minh và IoT; kỹ sư lập dự án, thiết kế, lắp đặt, vận hành, bảo trì, giám sát, điều hành kỹ thuật, hỗ trợ khách hàng, kinh doanh các sản phẩm điện tử viễn thông và IoT; lập trình viên, đặc biệt là thiết kế và phát triển các phần mềm cho các hệ thống thông minh và IoT…"
Ngành An toàn thông tin,"Trang bị kiến thức khoa học cơ bản, cơ sở ngành về CNTT, và chuyên sâu về an toàn thông tin như các kỹ thuật khai thác các lỗ hổng, lỗi bảo mật, phân tích phát hiện các mã độc và xâm nhập trái phép, điều tra nguồn gốc các tấn công, từ đó xây dựng, triển khai các giải pháp phòng chống và đảm bảo an toàn cho các hệ thống thông tin, ứng dụng, và hạ tầng mạng.
Cơ hội việc làm: Đảm nhiệm các công việc tại các công ty trong lĩnh vực CNTT như phần mềm, cơ sở dữ liệu, hệ thống mạng, các vị trí thực hiện đảm bảo an toàn thông tin cho các hệ thống trong lĩnh vực CNTT như: lập trình và phát triển ứng dụng đảm bảo an toàn thông tin; quản trị và bảo mật mạng/ cơ sở dữ liệu; kiểm tra, đánh giá an toàn thông tin cho mạng và hệ thống; rà soát lỗ hổng, điểm yếu và xử lý sự cố an toàn thông tin; phân tích mã độc và ứng cứu khẩn cấp sự cố máy tính, nghiên cứu và giảng dạy về An toàn thông tin.","Ngành An toàn thông tin - Trang bị kiến thức khoa học cơ bản, cơ sở ngành về CNTT, và chuyên sâu về an toàn thông tin như các kỹ thuật khai thác các lỗ hổng, lỗi bảo mật, phân tích phát hiện các mã độc và xâm nhập trái phép, điều tra nguồn gốc các tấn công, từ đó xây dựng, triển khai các giải pháp phòng chống và đảm bảo an toàn cho các hệ thống thông tin, ứng dụng, và hạ tầng mạng.
Cơ hội việc làm: Đảm nhiệm các công việc tại các công ty trong lĩnh vực CNTT như phần mềm, cơ sở dữ liệu, hệ thống mạng, các vị trí thực hiện đảm bảo an toàn thông tin cho các hệ thống trong lĩnh vực CNTT như: lập trình và phát triển ứng dụng đảm bảo an toàn thông tin; quản trị và bảo mật mạng/ cơ sở dữ liệu; kiểm tra, đánh giá an toàn thông tin cho mạng và hệ thống; rà soát lỗ hổng, điểm yếu và xử lý sự cố an toàn thông tin; phân tích mã độc và ứng cứu khẩn cấp sự cố máy tính, nghiên cứu và giảng dạy về An toàn thông tin."
Ngành Luật,"Đào tạo kiến thức chuyên sâu về pháp luật, thực tiễn pháp lý, kiến thức về chính trị và các kiến thức về kinh tế, văn hóa, xã hội có liên quan đến lĩnh vực pháp luật. Các môn học chuyên sâu liên quan mật thiết đến lĩnh vực pháp lý giúp người học nâng cao khả năng tư duy trong nghề nghiệp sẽ được giảng dạy như: Tâm lý học, luật hình sự, luật dân sự, luật tố tụng dân sự, luật tố tụng hình sự, tư pháp quốc tế, luật thương mại quốc tế,…
Cơ hội việc làm: Tốt nghiệp ngành Luật, Cử nhân luật có thể đảm nhận nhiều vị trí công việc khác nhau như: Luật sư, thẩm phán, thẩm tra viên, chấp hành viên, cố vấn pháp lý, chuyên viên pháp lý, công chứng viên, chuyên viên tư vấn pháp luật, chuyên viên lập pháp, hành pháp và tư pháp trong các tổ chức dịch vụ pháp luật; Đảm nhận các công việc liên quan đến pháp lý cho các doanh nghiệp, các đơn vị sản xuất, tổ chức kinh tế, xã hội…","Ngành Luật - Đào tạo kiến thức chuyên sâu về pháp luật, thực tiễn pháp lý, kiến thức về chính trị và các kiến thức về kinh tế, văn hóa, xã hội có liên quan đến lĩnh vực pháp luật. Các môn học chuyên sâu liên quan mật thiết đến lĩnh vực pháp lý giúp người học nâng cao khả năng tư duy trong nghề nghiệp sẽ được giảng dạy như: Tâm lý học, luật hình sự, luật dân sự, luật tố tụng dân sự, luật tố tụng hình sự, tư pháp quốc tế, luật thương mại quốc tế,…
Cơ hội việc làm: Tốt nghiệp ngành Luật, Cử nhân luật có thể đảm nhận nhiều vị trí công việc khác nhau như: Luật sư, thẩm phán, thẩm tra viên, chấp hành viên, cố vấn pháp lý, chuyên viên pháp lý, công chứng viên, chuyên viên tư vấn pháp luật, chuyên viên lập pháp, hành pháp và tư pháp trong các tổ chức dịch vụ pháp luật; Đảm nhận các công việc liên quan đến pháp lý cho các doanh nghiệp, các đơn vị sản xuất, tổ chức kinh tế, xã hội…"
Ngành Sư phạm công nghệ,"Đào tạo các kiến thức nền tảng về Khoa học, Kỹ thuật, Công nghệ, Giáo dục; có năng lực vận dụng, thiết kế, sáng tạo công nghệ và nghiên cứu triển khai các dự án kỹ thuật; có năng lực Sư phạm công nghệ và Sư phạm số.
Cơ hội việc làm: Tốt nghiệp chuyên ngành Sư phạm Công nghệ, sinh viên có thể tham gia giảng dạy môn Công nghệ và Giáo dục STEM tại các cơ sở giáo dục phổ thông; giảng dạy các môn học thuộc lĩnh vực Kỹ thuật và Công nghệ tại các cơ sở Giáo dục nghề nghiệp; làm việc tại doanh nghiệp với vai trò cán bộ kỹ thuật và quản lý đào tạo nội bộ; nghiên cứu và đảm nhận các dịch vụ giáo dục và công nghệ tại các cơ sở giáo dục, viện nghiên cứu.","Ngành Sư phạm công nghệ - Đào tạo các kiến thức nền tảng về Khoa học, Kỹ thuật, Công nghệ, Giáo dục; có năng lực vận dụng, thiết kế, sáng tạo công nghệ và nghiên cứu triển khai các dự án kỹ thuật; có năng lực Sư phạm công nghệ và Sư phạm số.
Cơ hội việc làm: Tốt nghiệp chuyên ngành Sư phạm Công nghệ, sinh viên có thể tham gia giảng dạy môn Công nghệ và Giáo dục STEM tại các cơ sở giáo dục phổ thông; giảng dạy các môn học thuộc lĩnh vực Kỹ thuật và Công nghệ tại các cơ sở Giáo dục nghề nghiệp; làm việc tại doanh nghiệp với vai trò cán bộ kỹ thuật và quản lý đào tạo nội bộ; nghiên cứu và đảm nhận các dịch vụ giáo dục và công nghệ tại các cơ sở giáo dục, viện nghiên cứu."
